Company name,State,Segment,Type,Website,Growth stage,Employees,Industries,HQ city,HQ address,Tagline,LinkedIn,Profile,Job openings,Accredited sponsor,Hires international students
Agro Systems,New South Wales,startup,,http://agrosystems.com.au,early stage,2-10,legal;fintech,Sydney,"Sydney, NSW 2000, AU",,https://www.linkedin.com/company/agrosystems/,https://nsw.dealroom.co/companies/agro_systems,0,,
Agronomeye,New South Wales,startup,commission;saas,http://agronomeye.com.au,early stage,11-50,food,Sydney,"Sydney, NSW 2085, AU","Creates exceptionally detailed digital twins, using high-resolution maps of farming properties and advanced modelling techniques that enable farmers to better understand every hectare",https://www.linkedin.com/company/agronomeye/,https://nsw.dealroom.co/companies/agronomeye,0,,
Agscent,New South Wales,startup,autonomous & sensor tech;selling own inventory;manufacturing,http://agscent.com,early stage,11-50,health,,"New South Wales, Australia",Livestock breath diagnostics for pregnancy and methane,https://www.linkedin.com/company/agscent/,https://nsw.dealroom.co/companies/agscent,0,,
Agthentic,New South Wales,startup,subscription;saas,http://agthentic.com,early stage,1,enterprise software,Sydney,"2000 Sydney, New South Wales, Australia",,https://www.linkedin.com/company/agthentic/,https://nsw.dealroom.co/companies/agthentic,0,,
Agwe,New South Wales,startup,subscription;marketplace & ecommerce,http://agwe.com.au,early stage,2-10,food,Sydney,"Sydney, New South Wales, Australia","Platform empowering farmers to brand, market produce, and connect with consumers through sustainable practices",https://www.linkedin.com/company/agweptyltd/,https://nsw.dealroom.co/companies/agwe,0,,
Ailo,New South Wales,startup,subscription;saas,http://ailo.io,breakout stage,51-200,real estate,Sydney,"2000 Sydney, New South Wales, Australia","Property-management platform unifying payment, communication, compliance and workflows into one connected system",https://www.linkedin.com/company/ailo/,https://nsw.dealroom.co/companies/ailo,0,,
Air Physio,New South Wales,startup,manufacturing,http://airphysio.com,early stage,11-50,health,Tweed Heads South,"Greenway Drive, Tweed Heads South, Tweed Heads, Tweed Shire Council, New South Wales, 2486, Australia","AirPhysio Mucus Clearance OPEP Device used for treatment and Removal of mucus for treating Asthma, Bronchiectasis, Bronchitis, COPD and Cystic fibrosis",https://www.linkedin.com/company/airphysio-pty-ltd,https://nsw.dealroom.co/companies/air_physio,0,,
Airbike,New South Wales,startup,mobile app;commission;saas,http://airbike.network,early stage,2-10,travel;transportation,Sydney,"2067 Sydney, New South Wales, Australia",Australia’s newest generation of smart travel,https://www.linkedin.com/company/airbike-australia/,https://nsw.dealroom.co/companies/airbike,0,,
Airboard,New South Wales,startup,commission;saas,https://www.airboard.aero/,early stage,1,travel,Sydney,"2000 Sydney, New South Wales, Australia","A digital boarding system that benefits airlines, airports and passengers",https://www.linkedin.com/company/airboardgroup/,https://nsw.dealroom.co/companies/airboard_2,0,,
AirBuddy,New South Wales,scaleup,iot internetofthings;hardware;selling own inventory;manufacturing;marketplace & ecommerce,http://airbuddy.net,early stage,2-10,travel;sports,Sydney,"128 Frances Street, 2141 Sydney, New South Wales, Australia","DIVING | EASIER - Dive without SCUBA tanks! Anytime, anywhere.",https://www.linkedin.com/company/airbuddy/,https://nsw.dealroom.co/companies/airbuddy,0,,
Aircamp,New South Wales,startup,subscription;marketplace & ecommerce,http://aircamp.com.au,early stage,11-50,travel,Sydney,"Ruthven Street, Bondi Junction, Eastern Suburbs, Sydney, Waverley Council, New South Wales, 2022, Australia",Find the perfect campsite or caravan park near you,https://www.linkedin.com/company/anycamp-australia/,https://nsw.dealroom.co/companies/aircamp,0,,
AirSeed Technologies,New South Wales,startup,artificial intelligence;deep tech;commission;manufacturing,https://www.airseedtech.com/,early stage,11-50,food;robotics,Sydney,"Haymarket, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia",Developed an autonomous planting system that significantly increases the tree planting rate,https://www.linkedin.com/company/airseedtech/,https://nsw.dealroom.co/companies/airseed_technologies,0,,
AirService,New South Wales,scaleup,subscription;saas,http://airservice.com,early stage,11-50,enterprise software,Sydney,"Surry Hills, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia",The mobile commerce platform revolutionising food & beverage service for enterprise hospitality,https://www.linkedin.com/company/airservice/,https://nsw.dealroom.co/companies/airservice,0,,
AirShr,New South Wales,scaleup,advertising,http://www.airshr.com.au/,early stage,2-10,music,Sydney,"Sydney, New South Wales, Australia",Allows drivers share and buy directly from radio without touching their smartphones,https://www.linkedin.com/company/airshr/,https://nsw.dealroom.co/companies/airshr,0,,
Airtasker,New South Wales,scaleup,commission;marketplace & ecommerce,http://airtasker.com,breakout stage,201-500,real estate;jobs recruitment,Sydney,"Sydney, New South Wales, Australia",An online and mobile marketplace that connects people and businesses with local community members,https://www.linkedin.com/company/airtasker/,https://nsw.dealroom.co/companies/airtasker,6,True,True
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,https://nsw.dealroom.co/companies/airtrunk,56,,
AITasker,New South Wales,startup,commission;saas,http://aitasker.co,early stage,1,enterprise software,Sydney,"Sydney, Council of the City of Sydney, New South Wales, Australia",AI agent marketplace with a prototype-as-bid model,https://www.linkedin.com/company/aitaskerco/,https://nsw.dealroom.co/companies/aitasker,0,,
Aiviagroup,New South Wales,startup,commission;manufacturing,http://aiviagroup.com,early stage,2-10,robotics,Sydney,"Sydney, New South Wales, Australia",A drone solutions provider with the purpose of simplifying the choices needed to make to successfully integrate drone technology into business,https://www.linkedin.com/company/aiviagroup,https://nsw.dealroom.co/companies/aiviagroup,0,,
Aizoon Australia,New South Wales,scaleup,commission;saas,http://aizoon.com.au,early stage,2-10,security,Sydney,"Lime Street, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia",Rapidly growing company supporting hundreds of international clients by offering the best solutions according to their needs,https://www.linkedin.com/company/aizoon-australia/,https://nsw.dealroom.co/companies/aizoon_australia,1,,
Ajust,New South Wales,startup,saas,http://ajust.com.au,early stage,11-50,fintech,Sydney,"Sydney, Council of the City of Sydney, New South Wales, Australia",AI-powered platform for fast consumer complaint resolution,https://www.linkedin.com/company/ajust-agent/,https://nsw.dealroom.co/companies/ajust_1,1,,
Akasha Brewing Company,New South Wales,scaleup,selling own inventory;manufacturing,https://akashabrewing.com.au/,early stage,2-10,food,Sydney,"Spencer Street, Five Dock, Sydney, City of Canada Bay Council, New South Wales, 2046, Australia","Delivers what hop-lovers everywhere have longed for – flavourful, crisp and refreshing beers that will make a believer out of anyone",https://www.linkedin.com/company/akasha-brewing-company-australia/,https://nsw.dealroom.co/companies/akasha_brewing_company,0,,
Akin,New South Wales,startup,natural language processing;machine learning;artificial intelligence;deep tech;subscription;saas,https://www.akin.com/,breakout stage,51-200,home living;enterprise software,Sydney,"York Street, 2000 Sydney, New South Wales, Australia",Empathic Generative AI that helps you runs your home,https://www.linkedin.com/company/akin-assisitive-technology/,https://nsw.dealroom.co/companies/akin,0,,
Akordi,New South Wales,startup,artificial intelligence;saas,http://akordi.com,early stage,11-50,real estate;enterprise software,Sydney,"Sydney, Council of the City of Sydney, New South Wales, Australia",AI-powered decision intelligence for major infrastructure projects,https://www.linkedin.com/company/akordisolutions/,https://nsw.dealroom.co/companies/akordi,0,,
Al Goanna,New South Wales,startup,blockchain;commission;marketplace & ecommerce,http://algoanna.com,early stage,1,fintech,Byron Bay,"Byron Bay, Byron Shire Council, New South Wales, 2481, Australia",NFT project built on the Algorand blockchain aiming to create a community around its unique NFT characters and contribute to positive environmental change by planting trees for each NFT sold,https://www.linkedin.com/company/al-goanna-nft-project/,https://nsw.dealroom.co/companies/al_goanna,0,,
Alcamiinteractive,New South Wales,scaleup,commission;saas,https://alcamiinteractive.com/,early stage,2-10,jobs recruitment,Sydney,"20 Bridge Street, 2000 Sydney, New South Wales, Australia",On-demand digital interviewing application connects job seekers directly with company through pre-recorded video questions that they respond to via desktop or mobile devices,https://www.linkedin.com/company/alcamiinteractive,https://nsw.dealroom.co/companies/alcamiinteractive,0,,
Alethi,New South Wales,startup,subscription;saas,http://alethi.app,early stage,1,enterprise software,Sydney,"Sydney, Council of the City of Sydney, New South Wales, Australia",Real-time profitability insights for service firms,https://www.linkedin.com/company/alethi-app/,https://nsw.dealroom.co/companies/alethi,0,,
Algenie,New South Wales,startup,manufacturing,https://www.algenie.com.au/,early stage,2-10,,Sydney,"Sydney, Council of the City of Sydney, New South Wales, 2000, Australia",Scalable algae production technology for sustainable materials,https://www.linkedin.com/company/algenie-australia/,https://nsw.dealroom.co/companies/algenie,0,,
Algobroker,New South Wales,scaleup,,http://www.algobroker.com,early stage,1,robotics,Sydney,"2022 Sydney, New South Wales, Australia",,https://www.linkedin.com/company/algobroker/,https://nsw.dealroom.co/companies/algobroker,0,,
Alioned Agency,New South Wales,startup,subscription,https://ed.codes,early stage,2-10,marketing,Sydney,"Sydney, New South Wales, Australia",Shopify Web Design & Development | Alioned Agency | Kristina Volchek & Eduard Fastovski,https://www.linkedin.com/company/alioned/,https://nsw.dealroom.co/companies/alioned_agency,0,,
Alixir,New South Wales,startup,subscription;saas,http://alixir.ai,early stage,2-10,health,Sydney,"2000 Sydney, New South Wales, Australia",Healthcare Data Science / AI and Machine Learning | Alixir,https://www.linkedin.com/company/alixir/,https://nsw.dealroom.co/companies/alixir,0,,
All G,New South Wales,startup,commission;manufacturing,http://allg.com,early stage,11-50,food,Sydney,"Sydney, Council of the City of Sydney, New South Wales, Australia",Animal-free bovine and human milk proteins via precision fermentation,https://www.linkedin.com/company/all-g/,https://nsw.dealroom.co/companies/all_g,0,True,True
All G Foods,New South Wales,startup,manufacturing,https://allgfoods.com,breakout stage,11-50,food,Sydney,"Sydney, NSW AU",Welcome to a world where food is all good,https://www.linkedin.com/company/all-g-foods/,https://nsw.dealroom.co/companies/all_g_foods,0,True,True
All The Deals,New South Wales,scaleup,commission;marketplace & ecommerce,http://allthedeals.com.au,early stage,1,food,Sydney,"Sydney, New South Wales, Australia","AllTheDeals is an Australian deal finder. We tweet all the deals from all the deal of the day sites inc. Zazz, Catch of the Day, ebay, 1-Day etc.",https://www.linkedin.com/company/allthedeals.com.au/,https://nsw.dealroom.co/companies/all_the_deals,0,,
Allegro Energy,New South Wales,startup,hardware;deep tech;nanotech;selling own inventory;manufacturing,http://allegro.energy,breakout stage,11-50,energy,Newcastle-Maitland,"Newcastle, Newcastle-Maitland, Newcastle City Council, New South Wales, 2300, Australia",Novel water-based electrolyte that can be used in both redox flow batteries (RFBs) and supercapacitors,https://www.linkedin.com/company/allegro-energy/,https://nsw.dealroom.co/companies/allegro_energy,0,,
Allegro Live,New South Wales,startup,commission,https://www.allegrolive.com/,early stage,2-10,music;event tech,Sydney,"2000 Sydney, New South Wales, Australia","Allegro Live app simplifies the whole booking process, meaning more gigs for musicians and easier event management for audiences",https://www.linkedin.com/showcase/allegro-live/,https://nsw.dealroom.co/companies/allegro_live,0,,
