Company name,Segment,Type,Website,Growth stage,Launch year,Employees,Industries,HQ city,HQ address,Tagline,LinkedIn,Profile,Job openings,Total funding (AUD),Status,Sponsor visa available,Hires international students
Social Garden,scaleup,subscription,http://socialgarden.com.au,breakout stage,2012,51-200,media;marketing,Melbourne,"3000 Melbourne, Australia",Marketing automation company focusing in in high value business to consumer markets,https://www.linkedin.com/company/thegarden-au/,https://ecosystem.innovationvictoria.com/companies/social_garden,1,500001,operational,,
SPARC AI,startup,artificial intelligence;augmented reality;autonomous & sensor tech;subscription;saas,https://www.sparcai.co/,early stage,2018,2-10,enterprise software,Melbourne,"90 Collins Street, 90, Collins Street, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia",Designs and develops high tech solutions for GPS denied environments that enhance perception and awareness,https://www.linkedin.com/company/sparc-ai/,https://ecosystem.innovationvictoria.com/companies/sparc_ai,1,,operational,,
Spark Health,scaleup,subscription,http://sparkhealth.com,early stage,2009,2-10,health,Melbourne,"3072 Melbourne, Australia","At Spark Health Clinic, our Naturopathic Doctors offer truly personalized integrative functional medicine to the community",https://www.linkedin.com/company/spark-health-australia/,https://ecosystem.innovationvictoria.com/companies/spark_health_1,1,,operational,,
Spawnpoint Media,scaleup,advertising;saas,http://spawnpointmedia.com,breakout stage,2010,51-200,media,Melbourne,"Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia",Data-driven YouTube content production for family audiences,https://www.linkedin.com/company/spawnpoint-media/,https://ecosystem.innovationvictoria.com/companies/spawnpoint_media,6,,operational,,
SPEE3D,scaleup,deep tech;selling own inventory;manufacturing,https://www.spee3d.com/,early stage,2015,11-50,robotics,Melbourne,"5 Wayne Court, Dandenong, Melbourne, Victoria 3175, AU",Develops technology for industrial and commercial manufacturing of copper or aluminum components,https://www.linkedin.com/company/spee3d/,https://ecosystem.innovationvictoria.com/companies/spee3d,1,2355299,operational,,
Sponstar,startup,mobile app;advertising,http://sponstar.io,early stage,2024,2-10,event tech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Marketplace connecting brands with major events for strategic sponsorships and enhanced visibility,https://www.linkedin.com/company/sponstar/,https://ecosystem.innovationvictoria.com/companies/sponstar,1,,operational,,
Sportsbrand Media Group,,advertising;saas,http://auroramedia.com,early stage,,2-10,media,Melbourne,"141-147, Capel Street, North Melbourne, Melbourne, City of Melbourne, Victoria, 3051, Australia","Production of compelling global sport, adventure, and lifestyle content, showcasing human achievement via high-quality, multi-platform coverage",https://www.linkedin.com/company/sportsbrand-media-group/,https://ecosystem.innovationvictoria.com/companies/sportsbrand_media_group,2,,operational,,
Stile Education,scaleup,subscription;saas,http://www.stileeducation.com,early stage,2012,51-200,education,Melbourne,"128, Exhibition Street, 3000 Melbourne, Australia","Blends interactive science lessons, science news stories and hands-on investigations to empower students to observe, think, write, and argue like real scientists and engineers",https://www.linkedin.com/company/stileeducation/,https://ecosystem.innovationvictoria.com/companies/stile_education,2,,acquired,,
Strata Pages,startup,artificial intelligence;subscription,http://stratapages.com.au,early stage,2025,2-10,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Online platform connecting owners, strata managers, and contractors for streamlined strata management in Australia",https://www.linkedin.com/company/stratapages/,https://ecosystem.innovationvictoria.com/companies/strata_pages,18,,operational,,
Studio Proper,scaleup,commission;marketplace & ecommerce,https://www.studioproper.com,early stage,2010,2-10,home living,Melbourne,"3000 Melbourne, Australia",Product design studio dedicated to simplifying everyday experiences with technology,https://www.linkedin.com/company/studio-proper/,https://ecosystem.innovationvictoria.com/companies/studio_proper,1,,operational,,
Style Sourcebook,startup,,http://www.stylesourcebook.com.au,early stage,2017,11-50,energy;home living,Melbourne,"South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia","Style Sourcebook is a product sourcing and styling website to help you renovate and decorate. We bring together all the tools, people and ideas to help you create your perfect space",https://www.linkedin.com/company/stylesourcebook/,https://ecosystem.innovationvictoria.com/companies/style_sourcebook,2,1100000,operational,,
Support Fusion,startup,subscription;saas,https://suppfusion.com,early stage,2025,2-10,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",A zero-code platform that integrates helpdesk tickets between IT teams and Managed Service Providers,https://www.linkedin.com/company/support-fusion/,https://ecosystem.innovationvictoria.com/companies/support_fusion,1,1259999,operational,,
SyncEzy,scaleup,saas,http://www.syncezy.com,early stage,2012,11-50,enterprise software,Melbourne,"Casablanca Court, Marquands Corner, Truganina, Melbourne, City of Wyndham, Victoria, 3029, Australia",SyncEzy integrations applications using APIs and webhooks to fully automate business processes. We build Two way multilevel and on demand / trigger based integrations that mirror entire business processes,https://www.linkedin.com/company/syncezy/,https://ecosystem.innovationvictoria.com/companies/syncezy,3,,operational,,
Syncio,startup,,http://syncio.co,early stage,2017,11-50,marketing,Melbourne,"10-20 Gwynne St, Cremorne, Victoria 3121, AU",Syncio is Shopify app that allows multiple online stores to connect through real-time inventory sync,https://www.linkedin.com/company/syncio/,https://ecosystem.innovationvictoria.com/companies/syncio,1,,operational,,
Syncrowin,startup,artificial intelligence;subscription;saas,https://syncrowin.com.au,early stage,2024,2-10,enterprise software,Melbourne,"Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","AI-driven industrial intelligence, transforming complex manufacturing data into actionable insights for smarter, greener operations",https://www.linkedin.com/company/syncrowin/,https://ecosystem.innovationvictoria.com/companies/syncrowin_software_solutions,4,,operational,,
T2 Tea,,marketplace & ecommerce,https://www.t2tea.com/en/uk/Home,early stage,1996,201-500,food,Melbourne,"Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia",Operates as a premium tea business company,https://www.linkedin.com/company/t2-tea/,https://ecosystem.innovationvictoria.com/companies/t2_tea,46,,acquired,,
Tablo,scaleup,,http://tablo.io,early stage,2013,2-10,media,Melbourne,"Stewart Street, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",Tablo - Write & Discover Great Stories,https://www.linkedin.com/company/tablo-publishing/,https://ecosystem.innovationvictoria.com/companies/tablo_publishing,1,3121819,operational,,
Tallbob,scaleup,subscription;saas,http://tallbob.com,early stage,2012,11-50,enterprise software,Melbourne,"High Street, Prahran, Melbourne, City of Stonnington, Victoria, 3181, Australia",Tall Bob delivers mobile engagement solutions for SMS & MMS,https://www.linkedin.com/company/tall-bob/,https://ecosystem.innovationvictoria.com/companies/tallbob,2,,operational,,
Tally Group,startup,subscription;saas,http://tally.co,breakout stage,2021,2-10,enterprise software,Melbourne,"Cremorne, Melbourne, City of Yarra, Victoria, 3121, Australia","Leaders in custom cloud-based utility, billing and customer engagement software development with branches in Australia, New Zealand, USA, Japan, UAE and India",https://www.linkedin.com/company/futurex-technologies/,https://ecosystem.innovationvictoria.com/companies/futurex_technologies,2,80000001,operational,,
Tantalus Media,,,http://www.tantalus.com.au,early stage,1994,11-50,gaming,Melbourne,"Melbourne, Australia",One of the world’s leading independent development studios,https://www.linkedin.com/company/tantalus-media/,https://ecosystem.innovationvictoria.com/companies/tantalus_media,7,,acquired,,
Tasman Environmental Markets,scaleup,commission;marketplace & ecommerce,https://www.tasmanenvironmental.com.au/,early stage,2014,11-50,fintech;energy,Melbourne,"316-360, Elizabeth Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",Technology-backed carbon trading and transaction systems,https://www.linkedin.com/company/tasman-environmental-markets/,https://ecosystem.innovationvictoria.com/companies/tasman_environmental_markets,1,9000001,operational,,
Telecomunication Industry Ombudsman- TIO,,,http://tio.com.au,breakout stage,1993,51-200,real estate,Melbourne,"Bourke St, Docklands, Victoria 3008, AU","Fast, free and fair dispute resolution service for small business and residential customers",https://www.linkedin.com/company/telecommunications-industry-ombudsman's-office/,https://ecosystem.innovationvictoria.com/companies/telecomunication_industry_ombudsman_tio,2,,operational,,
Telix Pharmaceuticals,scaleup,manufacturing,https://www.telixpharma.com,late stage,2015,1001-5000,health,Melbourne,"55 Flemington Rd, North Melbourne, Victoria 3051, AU",Telix Pharmaceuticals is a clinical-stage biopharamaceutical company,https://www.linkedin.com/company/telixpharma/,https://ecosystem.innovationvictoria.com/companies/telix_pharmaceuticals,42,23500001,operational,,
Termina,startup,commission;saas,https://termina.io/,early stage,2020,11-50,energy,Melbourne,"TAC House, 222, Exhibition Street, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia",Analyzing energy usage every month to find the best ways to save,,https://ecosystem.innovationvictoria.com/companies/threadlet,1,4636364,operational,,
Ticketebo Pty,scaleup,subscription;saas,http://ticketebo.com.au/,early stage,2013,2-10,event tech,Melbourne,"3000 Melbourne, Australia",Delivers pain free ticketing and registration solutions for event organisers and membership managers whatever their size,https://www.linkedin.com/company/ticketebo/,https://ecosystem.innovationvictoria.com/companies/ticketebo_pty,1,,operational,,
Tilt Renewables,startup,saas,https://www.tiltrenewables.com/,breakout stage,2016,51-200,enterprise software,Melbourne,"535, Bourke Street, 3000 Melbourne, Australia","Tilt Renewablesâ€™ vision is to be a leading developer and owner of renewable generation in Australia and New Zealand. We tilt with the wind, and will tilt towards the sun to generate greener energy. Our perspective is beyond the now and for the futu",https://www.linkedin.com/company/tilt-renewables/,https://ecosystem.innovationvictoria.com/companies/tilt_renewables,3,,operational,,
Time+Tide,scaleup,subscription;marketplace & ecommerce,http://timeandtidewatches.com,early stage,2014,11-50,fashion,Melbourne,"3000 Melbourne, Australia",Horological content publisher and community-based watch retailer.,https://www.linkedin.com/company/time-tide/,https://ecosystem.innovationvictoria.com/companies/time_tide_1,2,,operational,,
Titomic,scaleup,machine learning;deep tech;artificial intelligence;commission;manufacturing,http://titomic.com,breakout stage,2014,51-200,robotics;engineering and manufacturing equipment,Melbourne,"3168 Melbourne, Australia",High Speed Metal Additive Manufacturing,https://www.linkedin.com/company/titomic/,https://ecosystem.innovationvictoria.com/companies/titomic,2,5564307,operational,,
Tixel,startup,commission;marketplace & ecommerce,https://tixel.com,breakout stage,2017,51-200,event tech,Melbourne,"231 Chapel St, Prahran, Victoria 3181, AU",Built an event marketplace that helps fans get to their favorite shows without paying through the nose to be there,https://www.linkedin.com/company/tixelofficial/,https://ecosystem.innovationvictoria.com/companies/tixel_1,4,11459999,operational,,
Trajan,scaleup,commission;manufacturing,http://www.trajanscimed.com,late stage,2011,201-500,health,Melbourne,"Argent Place, Ringwood, Melbourne, City of Maroondah, Victoria, 3134, Australia","Develops and commercializes technologies related to analytical systems for biological, environmental, and food related measurements",https://www.linkedin.com/company/trajan-scientific-and-medical/,https://ecosystem.innovationvictoria.com/companies/trajan_scientific_medical,2,31513,operational,,
trendii,scaleup,artificial intelligence;deep tech;machine learning;computer vision;mobile app;advertising;saas,http://trendii.com,early stage,2014,11-50,fashion;marketing,Melbourne,"3000 Melbourne, Australia",Generative-AI tech for shoppable content and contextual ads,https://www.linkedin.com/company/trendii/,https://ecosystem.innovationvictoria.com/companies/trendii,1,2899999,operational,,
TRETAIL LABS,startup,saas,http://tretaillabs.com,early stage,2021,2-10,travel,Melbourne,"62, View Mount Road, Wheelers Hill, Melbourne, City of Monash, Victoria, 3150, Australia","Data intelligence solutions for travel, F&B, and retail sectors, optimizing growth through actionable insights",https://www.linkedin.com/company/tretail-labs/,https://ecosystem.innovationvictoria.com/companies/tretail_labs,1,386364,operational,,
TRIBE,scaleup,marketplace & ecommerce,http://tribegroup.co,breakout stage,2015,51-200,marketing,Melbourne,"Albert Road, South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia",Influencer Marketing Platform For Brands & Agencies | TRIBE,https://www.linkedin.com/company/tribe/,https://ecosystem.innovationvictoria.com/companies/tribe_3,3,21660001,operational,,
Trillet AI,startup,artificial intelligence;subscription;saas,http://trillet.ai,early stage,2024,11-50,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI voice solutions for seamless customer service and workflow automation with real-time system integration,https://www.linkedin.com/company/trillet-ai/,https://ecosystem.innovationvictoria.com/companies/trillet_ai,1,,operational,,
TS Nano,startup,artificial intelligence;deep tech;machine learning;nanotech;manufacturing,https://www.tsnano.com.au/,early stage,2021,2-10,health,Melbourne,"Carlton, Melbourne, City of Melbourne, Victoria, 3053, Australia",Nanotechnology solutions for cancer and virus detection using AI and machine learning,,https://ecosystem.innovationvictoria.com/companies/ts_nano,1,20001,operational,,
Tucann,startup,selling own inventory;marketplace & ecommerce,http://tucann.com,early stage,2017,2-10,fashion,Melbourne,"8, Kalman Drive, Boronia, Melbourne, City of Knox, Victoria, 3155, Australia","Premium, compression-lined swimwear for men and women.",https://www.linkedin.com/company/tucann/,https://ecosystem.innovationvictoria.com/companies/tucann,1,,operational,,
Tutors Field,scaleup,hardware;commission;marketplace & ecommerce,http://www.tutorsfield.com.au,early stage,2014,2-10,education,Melbourne,"3000 Melbourne, Australia",Tutoring platform that works as a bridge between private home tutors and students,https://www.linkedin.com/company/tutors-field-australia/,https://ecosystem.innovationvictoria.com/companies/tutors_field,1,,operational,,
Twirll,scaleup,saas,http://twirll.com,early stage,2014,11-50,enterprise software,Melbourne,"Nepean Highway, Chelsea, Melbourne, City of Kingston, Victoria, 3196, Australia","Cloud platform through which businesses can run, automate and grow their business",https://www.linkedin.com/company/twirllcloud/,https://ecosystem.innovationvictoria.com/companies/twirll,1,,operational,,
Ulleo,startup,,http://ulleo.com,early stage,2020,11-50,education,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Online, industry-co-created short courses for professional upskilling",https://www.linkedin.com/company/ulleo/,https://ecosystem.innovationvictoria.com/companies/ulleo,1,379999,operational,,
Uncommoncollectiveau,startup,subscription,http://uncommoncollectiveau.com,early stage,2021,2-10,education,Melbourne,"Victoria Parade, 3002 Melbourne, Australia","TO BUILD THINGS THAT MATTER, WITH THOSE THAT ENABLE YOU TO FLOURISH​",https://www.linkedin.com/company/its-uncommon/,https://ecosystem.innovationvictoria.com/companies/uncommoncollectiveau,1,,operational,,
Unexplores Tech Innovations,startup,commission;saas,https://unexplores.com,early stage,2024,2-10,,Melbourne,"Keon Park, Platform 1, Keon Park, Reservoir, Melbourne, City of Darebin, Victoria, 3073, Australia",,https://www.linkedin.com/company/unexplores-tech-innovations/,https://ecosystem.innovationvictoria.com/companies/unexplores_tech_innovations,1,,operational,,
Unified Healthcare Group,,marketplace & ecommerce,http://uhg.com.au,late stage,1997,501-1000,health,Melbourne,"3181 Melbourne, Australia",Online marketplace connecting business and healthcare providers in australia,https://www.linkedin.com/company/unified-healthcare-group/,https://ecosystem.innovationvictoria.com/companies/unified_healthcare_group,1,15800001,operational,,
United Energy,,,http://unitedenergy.com.au,breakout stage,1994,201-500,energy,Melbourne,"3149 Melbourne, Australia",Very large electricity distribution company,https://www.linkedin.com/company/united-energy/,https://ecosystem.innovationvictoria.com/companies/united_energy,9,11100000,operational,,
Up Bank,startup,blockchain;commission,https://www.up.com.au/,early stage,2017,1001-5000,fintech,Melbourne,"South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia","Digital bank simplifying money management with instant notifications, auto spend categorisation, and no monthly fees",https://www.linkedin.com/company/upbanking/,https://ecosystem.innovationvictoria.com/companies/up_bank,3,,acquired,,
Uptick,scaleup,subscription;saas,http://uptickhq.com,breakout stage,2013,51-200,real estate,Melbourne,"Johnston Street, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia","An easy-to-use asset maintenance software for service providers, building owners and managers",https://www.linkedin.com/company/uptickhq/,https://ecosystem.innovationvictoria.com/companies/uptick_1,1,7277273,operational,,
Varden,scaleup,manufacturing,http://varden.com.au,early stage,2015,11-50,energy,Melbourne,"Alliance Ln, 16, Clayton, Victoria 3168, AU",,https://www.linkedin.com/company/varden-process/,https://ecosystem.innovationvictoria.com/companies/varden,1,,operational,,
Velociti Capital,startup,commission,http://velociticapital.com.au,early stage,2025,2-10,fintech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Fast, unsecured business loans for Australian SMEs.",https://www.linkedin.com/company/velociti-capital/,https://ecosystem.innovationvictoria.com/companies/velociti_capital,1,,operational,,
VendorPanel,scaleup,subscription;saas,http://vendorpanel.com,early stage,2008,51-200,fintech;enterprise software,Melbourne,"Trattoria Emilia, 360, Little Collins Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","Cloud-platform enabling organisations to manage sourcing, contracts and procurement from planning through to payment",https://www.linkedin.com/company/vendorpanel/,https://ecosystem.innovationvictoria.com/companies/vendorpanel,1,6650001,acquired,,
VERSA Connects,startup,artificial intelligence;subscription;saas,https://teamversa.ai,early stage,2023,11-50,enterprise software,Melbourne,"South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",Advanced Digital Workforces built on conversational AI,https://www.linkedin.com/company/team-versa-ai/,https://ecosystem.innovationvictoria.com/companies/versa_connects,1,,operational,,
Vertex 360 Software Solutions,startup,subscription;saas,http://vertex360.io,early stage,2020,11-50,legal,Melbourne,"22 - 30, Wallace Avenue, Point Cook, Melbourne, City of Wyndham, Victoria, 3030, Australia","Vertex360 is the best NDIS software for small providers which saves your time by managing, following & reporting on client's budgets & goals",https://www.linkedin.com/company/vertex-360-software-solutions/,https://ecosystem.innovationvictoria.com/companies/vertex_360_software_solutions,1,,operational,,
Vervoe,startup,subscription,http://vervoe.com,early stage,2016,11-50,jobs recruitment,Melbourne,"162, Collins Street, 3000 Melbourne, Australia","An intelligent hiring platform that uncovers hidden talent through real-world tests, tasks and tools designed by leading industry experts",https://www.linkedin.com/company/vervoe-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/vervoe,2,6954545,operational,,
Vesparum Capital,scaleup,commission;saas,http://vesparum.com,early stage,2012,11-50,fintech,Melbourne,"Exhibition Street, 3000 Melbourne, Australia",Optimizing capital raising for public and private companies using proprietary technology,https://www.linkedin.com/company/vesparum/,https://ecosystem.innovationvictoria.com/companies/vesparum_capital,1,,operational,,
Victoria Power Networks | CitiPower and Powercor,,,http://powercor.com.au,late stage,1994,1001-5000,energy,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Comprehensive energy solutions for safe, affordable, and reliable power supplies with insights on solar, storage, and electric vehicles",https://www.linkedin.com/company/citipower-and-powercor/,https://ecosystem.innovationvictoria.com/companies/victoria_power_networks_citipower_and_powercor,17,164400,operational,,
Visibuild,startup,subscription;saas,https://visibuild.com,early stage,2021,11-50,real estate;enterprise software,Melbourne,"The Commons, 3, Albert Coates Lane, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia",Powering construction through real-time data,https://www.linkedin.com/company/visibuild-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/visibuild,1,6600000,operational,,
Vitrafy Life Sciences,startup,commission;manufacturing,http://vitrafy.com,breakout stage,2018,11-50,health,Melbourne,"96-100, Albert Road, South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia",Developing cryopreservation solutions for preserving biological materials like blood platelets and cells used in medical treatments,https://www.linkedin.com/company/vitrafy-life-sciences/,https://ecosystem.innovationvictoria.com/companies/vitrafy_life_sciences,2,9723449,operational,,
Vitura Health,startup,commission,https://www.vitura.com.au/,breakout stage,2016,51-200,health,Melbourne,"299, Toorak Road, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia","Medicinal cannabis products and digital health solutions connecting patients, prescribers, pharmacists and suppliers",https://www.linkedin.com/company/viturahealth/,https://ecosystem.innovationvictoria.com/companies/vitura_health,4,,operational,,
Vivi,scaleup,saas,https://www.vivi.io/,breakout stage,2015,201-500,telecom;education,Melbourne,"Oxford Street, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",Wireless Screen Mirroring for the Modern Classroom,https://www.linkedin.com/company/vivieducation/,https://ecosystem.innovationvictoria.com/companies/vivi_io,6,36171136,operational,,
Vudoo,startup,commission;saas,http://www.vudoo.com,early stage,2016,11-50,media;marketing,Melbourne,"Gipps Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia",Easy-to-use interactive video platform that turns your videos into high-impact experiences that you can measure and optimise in real time,https://www.linkedin.com/company/vudoo-video/,https://ecosystem.innovationvictoria.com/companies/vudoo_pty_ltd,1,,operational,,
Vurdhaan,startup,advertising,https://vurdhaan.com,early stage,2024,2-10,,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",,https://www.linkedin.com/company/vurdhaan2/,https://ecosystem.innovationvictoria.com/companies/vurdhaan,1,,operational,,
Vush Stimulation,startup,subscription;marketplace & ecommerce,http://vushstimulation.com,early stage,2021,11-50,wellness beauty,Melbourne,"Melbourne, Australia",Championing pleasure as the next big thing in self care,https://www.linkedin.com/company/vushofficial/,https://ecosystem.innovationvictoria.com/companies/vushstimulation,2,,operational,,
Water Source Australia,scaleup,iot internetofthings,http://watersourceaustralia.com.au,early stage,2010,11-50,,Melbourne,"South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia",,https://www.linkedin.com/company/water-source-australia-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/water_source_australia,1,,operational,,
Water Technology,,manufacturing,https://www.watertech.com.au,breakout stage,2000,51-200,energy,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Specialized consulting for water and environmental challenges,https://www.linkedin.com/company/water-technology-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/water_technology_1,7,,operational,,
Webjet.com.au,,,http://webjet.com.au,early stage,1998,51-200,travel,Melbourne,"509, St Kilda Road, 3004 Melbourne, Australia",Australian-based online travel agency,https://www.linkedin.com/company/webjet-com-au/,https://ecosystem.innovationvictoria.com/companies/webjet_com_au,6,,acquired,,
Wyndham City Council,,advertising,http://wyndham.vic.gov.au,late stage,,1001-5000,real estate,Melbourne,"Werribee, Melbourne, City of Wyndham, Victoria, 3030, Australia","Supporting local businesses, community infrastructure, and environmental sustainability through strategic initiatives and services",https://www.linkedin.com/company/wyndham-city-council/,https://ecosystem.innovationvictoria.com/companies/wyndham_city_council,29,417274,operational,,
Yellowfin,,subscription;saas,http://yellowfinbi.com,early stage,2003,51-200,enterprise software,Melbourne,"3000 Melbourne, Australia",Yellowfin is a leading Business intelligence Software vendor,https://www.linkedin.com/company/yellowfin/,https://ecosystem.innovationvictoria.com/companies/yellowfin_bi,1,,acquired,,
Yo-Chi,scaleup,,https://yochi.com.au/,breakout stage,2012,201-500,food,Melbourne,"Balaclava, Balaclava Walk, Balaclava, Melbourne, City of Port Phillip, Victoria, 3183, Australia","Self-serve natural frozen yogurt experience with diverse toppings, multiple physical locations, and a dedicated club app",https://www.linkedin.com/company/yo-chi-frozen-yogurt/,https://ecosystem.innovationvictoria.com/companies/yo_chi,15,,operational,,
Your Creative,scaleup,advertising;saas,http://yourcreative.com.au,early stage,2015,11-50,marketing,Melbourne,"14 Tripovich St, Brunswick, Victoria 3056, AU",Crafting impactful brands and digital experiences with a design-driven approach in Melbourne,https://www.linkedin.com/company/your-creative/,https://ecosystem.innovationvictoria.com/companies/your_creative,2,,operational,,
Zeller,startup,subscription;saas,https://myzeller.com/,late stage,2020,201-500,fintech,Melbourne,"3000 Melbourne, Australia","Accepting payments, managing finances, and paying recipients made simple",https://www.linkedin.com/company/zeller/,https://ecosystem.innovationvictoria.com/companies/zeller,5,189254543,operational,,
zenphi,startup,subscription;saas,http://zenphi.com,early stage,2020,11-50,enterprise software,Melbourne,"530, Little Collins Street, 3000 Melbourne, Australia",Enables  to automate  business processes in no time,https://www.linkedin.com/company/zenphi-co/,https://ecosystem.innovationvictoria.com/companies/zenphi,2,,operational,,
Zipline,startup,subscription;saas,http://zipline.io,breakout stage,2016,51-200,legal;enterprise software,Melbourne,"180, Flinders Street, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia","Building the world’s easiest, and most impactful, customer experience management platform",https://www.linkedin.com/company/zipline-io/,https://ecosystem.innovationvictoria.com/companies/rateit,17,29189546,operational,,
Zitcha,startup,commission;saas,https://www.zitcha.com/,breakout stage,2022,51-200,media,Melbourne,"116, Chapel Street, Windsor, Melbourne, City of Stonnington, Victoria, 3181, Australia","Omnichannel Retail Media Platform - bringing together Onsite, Offsite and In-store channels",https://www.linkedin.com/company/zitcha/,https://ecosystem.innovationvictoria.com/companies/zitcha,4,19700000,operational,,
Zyft,startup,advertising;marketplace & ecommerce,https://zyft.com/,early stage,2018,11-50,marketing,Melbourne,"24-28, Riddell Parade, Elsternwick, Melbourne, City of Glen Eira, Victoria, 3185, Australia","Compare prices in real-time from over 50,000 Australian retailers and start saving",https://www.linkedin.com/company/zyft-ai/,https://ecosystem.innovationvictoria.com/companies/zyft,1,7500001,operational,,
